x,y,dx,dy,t
144,140,,,0.0
148,136,4.0,-4.0,0.01
150,134,2.0,-2.0,0.02
150,134,0.0,0.0,0.03
154,130,4.0,-4.0,0.04
154,130,0.0,0.0,0.05
156,128,2.0,-2.0,0.06
160,124,4.0,-4.0,0.07
160,124,0.0,0.0,0.08
164,120,4.0,-4.0,0.09
164,120,0.0,0.0,0.1
168,116,4.0,-4.0,0.11
170,114,2.0,-2.0,0.12
170,114,0.0,0.0,0.13
174,110,4.0,-4.0,0.14
174,110,0.0,0.0,0.15
178,106,4.0,-4.0,0.16
180,104,2.0,-2.0,0.17
180,104,0.0,0.0,0.18
184,100,4.0,-4.0,0.19
184,100,0.0,0.0,0.2
188,96,4.0,-4.0,0.21
190,94,2.0,-2.0,0.22
190,94,0.0,0.0,0.23
194,90,4.0,-4.0,0.24
194,90,0.0,0.0,0.25
198,86,4.0,-4.0,0.26
200,84,2.0,-2.0,0.27
200,84,0.0,0.0,0.28
204,80,4.0,-4.0,0.29
204,80,0.0,0.0,0.3
208,76,4.0,-4.0,0.31
210,74,2.0,-2.0,0.32
210,74,0.0,0.0,0.33
214,70,4.0,-4.0,0.34
214,70,0.0,0.0,0.35000000000000003
218,66,4.0,-4.0,0.36
220,64,2.0,-2.0,0.37
220,64,0.0,0.0,0.38
224,60,4.0,-4.0,0.39
224,60,0.0,0.0,0.4
228,56,4.0,-4.0,0.41000000000000003
230,54,2.0,-2.0,0.42
230,54,0.0,0.0,0.43
234,50,4.0,-4.0,0.44
234,50,0.0,0.0,0.45
238,46,4.0,-4.0,0.46
240,44,2.0,-2.0,0.47000000000000003
240,44,0.0,0.0,0.48
244,40,4.0,-4.0,0.49
244,40,0.0,0.0,0.5
248,36,4.0,-4.0,0.51
250,34,2.0,-2.0,0.52
250,34,0.0,0.0,0.53
254,30,4.0,-4.0,0.54
254,30,0.0,0.0,0.55
258,26,4.0,-4.0,0.56
260,24,2.0,-2.0,0.5700000000000001
260,24,0.0,0.0,0.58
264,20,4.0,-4.0,0.59
264,20,0.0,0.0,0.6
268,16,4.0,-4.0,0.61
270,14,2.0,-2.0,0.62
270,14,0.0,0.0,0.63
274,10,4.0,-4.0,0.64
274,10,0.0,0.0,0.65
276,8,2.0,-2.0,0.66
280,4,4.0,-4.0,0.67
280,4,0.0,0.0,0.68
284,0,4.0,-4.0,0.6900000000000001
284,0,0.0,0.0,0.7000000000000001
288,4,4.0,4.0,0.71
290,6,2.0,2.0,0.72
290,6,0.0,0.0,0.73
294,10,4.0,4.0,0.74
294,10,0.0,0.0,0.75
298,14,4.0,4.0,0.76
300,16,2.0,2.0,0.77
300,16,0.0,0.0,0.78
304,20,4.0,4.0,0.79
304,20,0.0,0.0,0.8
308,24,4.0,4.0,0.81
310,26,2.0,2.0,0.8200000000000001
310,26,0.0,0.0,0.8300000000000001
314,30,4.0,4.0,0.84
314,30,0.0,0.0,0.85
318,34,4.0,4.0,0.86
320,36,2.0,2.0,0.87
320,36,0.0,0.0,0.88
324,40,4.0,4.0,0.89
324,40,0.0,0.0,0.9
328,44,4.0,4.0,0.91
330,46,2.0,2.0,0.92
330,46,0.0,0.0,0.93
334,50,4.0,4.0,0.9400000000000001
334,50,0.0,0.0,0.9500000000000001
338,54,4.0,4.0,0.96
340,56,2.0,2.0,0.97
340,56,0.0,0.0,0.98
344,60,4.0,4.0,0.99
344,60,0.0,0.0,1.0
348,64,4.0,4.0,1.01
350,66,2.0,2.0,1.02
350,66,0.0,0.0,1.03
354,70,4.0,4.0,1.04
354,70,0.0,0.0,1.05
358,74,4.0,4.0,1.06
360,76,2.0,2.0,1.07
360,76,0.0,0.0,1.08
364,80,4.0,4.0,1.09
364,80,0.0,0.0,1.1
368,84,4.0,4.0,1.11
370,86,2.0,2.0,1.12
370,86,0.0,0.0,1.1300000000000001
374,90,4.0,4.0,1.1400000000000001
374,90,0.0,0.0,1.1500000000000001
378,94,4.0,4.0,1.16
380,96,2.0,2.0,1.17
380,96,0.0,0.0,1.18
384,100,4.0,4.0,1.19
384,100,0.0,0.0,1.2
388,104,4.0,4.0,1.21
390,106,2.0,2.0,1.22
390,106,0.0,0.0,1.23
394,110,4.0,4.0,1.24
394,110,0.0,0.0,1.25
398,114,4.0,4.0,1.26
400,116,2.0,2.0,1.27
400,116,0.0,0.0,1.28
404,120,4.0,4.0,1.29
404,120,0.0,0.0,1.3
408,124,4.0,4.0,1.31
410,126,2.0,2.0,1.32
410,126,0.0,0.0,1.33
414,130,4.0,4.0,1.34
414,130,0.0,0.0,1.35
418,134,4.0,4.0,1.36
420,136,2.0,2.0,1.37
420,136,0.0,0.0,1.3800000000000001
424,140,4.0,4.0,1.3900000000000001
424,140,0.0,0.0,1.4000000000000001
426,142,2.0,2.0,1.41
430,146,4.0,4.0,1.42
430,146,0.0,0.0,1.43
434,150,4.0,4.0,1.44
434,150,0.0,0.0,1.45
438,154,4.0,4.0,1.46
440,156,2.0,2.0,1.47
440,156,0.0,0.0,1.48
444,160,4.0,4.0,1.49
444,160,0.0,0.0,1.5
448,164,4.0,4.0,1.51
450,166,2.0,2.0,1.52
450,166,0.0,0.0,1.53
454,170,4.0,4.0,1.54
454,170,0.0,0.0,1.55
458,174,4.0,4.0,1.56
460,176,2.0,2.0,1.57
460,176,0.0,0.0,1.58
464,180,4.0,4.0,1.59
464,180,0.0,0.0,1.6
468,184,4.0,4.0,1.61
470,186,2.0,2.0,1.62
470,186,0.0,0.0,1.6300000000000001
474,190,4.0,4.0,1.6400000000000001
474,190,0.0,0.0,1.6500000000000001
478,194,4.0,4.0,1.6600000000000001
480,196,2.0,2.0,1.67
480,196,0.0,0.0,1.68
484,200,4.0,4.0,1.69
484,200,0.0,0.0,1.7
488,204,4.0,4.0,1.71
490,206,2.0,2.0,1.72
490,206,0.0,0.0,1.73
494,210,4.0,4.0,1.74
494,210,0.0,0.0,1.75
498,214,4.0,4.0,1.76
500,216,2.0,2.0,1.77
500,216,0.0,0.0,1.78
504,220,4.0,4.0,1.79
504,220,0.0,0.0,1.8
508,224,4.0,4.0,1.81
510,226,2.0,2.0,1.82
510,226,0.0,0.0,1.83
514,230,4.0,4.0,1.84
514,230,0.0,0.0,1.85
518,234,4.0,4.0,1.86
520,236,2.0,2.0,1.87
520,236,0.0,0.0,1.8800000000000001
524,240,4.0,4.0,1.8900000000000001
524,240,0.0,0.0,1.9000000000000001
526,242,2.0,2.0,1.9100000000000001
530,246,4.0,4.0,1.92
530,246,0.0,0.0,1.93
534,250,4.0,4.0,1.94
534,250,0.0,0.0,1.95
538,254,4.0,4.0,1.96
540,256,2.0,2.0,1.97
540,256,0.0,0.0,1.98
544,260,4.0,4.0,1.99
544,260,0.0,0.0,2.0
546,262,2.0,2.0,2.0100000000000002
550,266,4.0,4.0,2.02
550,266,0.0,0.0,2.0300000000000002
554,270,4.0,4.0,2.04
554,270,0.0,0.0,2.05
558,274,4.0,4.0,2.06
560,276,2.0,2.0,2.07
560,276,0.0,0.0,2.08
564,280,4.0,4.0,2.09
564,280,0.0,0.0,2.1
568,284,4.0,4.0,2.11
570,286,2.0,2.0,2.12
570,286,0.0,0.0,2.13
574,290,4.0,4.0,2.14
574,290,0.0,0.0,2.15
578,294,4.0,4.0,2.16
580,296,2.0,2.0,2.17
580,296,0.0,0.0,2.18
584,300,4.0,4.0,2.19
584,300,0.0,0.0,2.2
588,304,4.0,4.0,2.21
590,306,2.0,2.0,2.22
590,306,0.0,0.0,2.23
590,310,0.0,4.0,2.24
590,310,0.0,0.0,2.25
586,314,-4.0,4.0,2.2600000000000002
584,316,-2.0,2.0,2.27
584,316,0.0,0.0,2.2800000000000002
580,320,-4.0,4.0,2.29
580,320,0.0,0.0,2.3000000000000003
576,324,-4.0,4.0,2.31
574,326,-2.0,2.0,2.32
574,326,0.0,0.0,2.33
570,330,-4.0,4.0,2.34
570,330,0.0,0.0,2.35
566,334,-4.0,4.0,2.36
564,336,-2.0,2.0,2.37
564,336,0.0,0.0,2.38
560,340,-4.0,4.0,2.39
560,340,0.0,0.0,2.4
556,344,-4.0,4.0,2.41
554,346,-2.0,2.0,2.42
554,346,0.0,0.0,2.43
550,350,-4.0,4.0,2.44
550,350,0.0,0.0,2.45
546,354,-4.0,4.0,2.46
544,356,-2.0,2.0,2.47
544,356,0.0,0.0,2.48
540,360,-4.0,4.0,2.49
540,360,0.0,0.0,2.5
536,364,-4.0,4.0,2.5100000000000002
534,366,-2.0,2.0,2.52
534,366,0.0,0.0,2.5300000000000002
530,370,-4.0,4.0,2.54
530,370,0.0,0.0,2.5500000000000003
526,374,-4.0,4.0,2.56
524,376,-2.0,2.0,2.57
524,376,0.0,0.0,2.58
520,380,-4.0,4.0,2.59
520,380,0.0,0.0,2.6
516,384,-4.0,4.0,2.61
514,386,-2.0,2.0,2.62
514,386,0.0,0.0,2.63
510,390,-4.0,4.0,2.64
510,390,0.0,0.0,2.65
506,394,-4.0,4.0,2.66
504,396,-2.0,2.0,2.67
504,396,0.0,0.0,2.68
500,400,-4.0,4.0,2.69
500,400,0.0,0.0,2.7
496,404,-4.0,4.0,2.71
494,406,-2.0,2.0,2.72
494,406,0.0,0.0,2.73
490,410,-4.0,4.0,2.74
490,410,0.0,0.0,2.75
486,414,-4.0,4.0,2.7600000000000002
484,416,-2.0,2.0,2.77
484,416,0.0,0.0,2.7800000000000002
480,420,-4.0,4.0,2.79
480,420,0.0,0.0,2.8000000000000003
476,424,-4.0,4.0,2.81
474,426,-2.0,2.0,2.82
474,426,0.0,0.0,2.83
470,430,-4.0,4.0,2.84
470,430,0.0,0.0,2.85
466,434,-4.0,4.0,2.86
464,436,-2.0,2.0,2.87
464,436,0.0,0.0,2.88
460,440,-4.0,4.0,2.89
460,440,0.0,0.0,2.9
456,444,-4.0,4.0,2.91
454,446,-2.0,2.0,2.92
454,446,0.0,0.0,2.93
450,450,-4.0,4.0,2.94
450,450,0.0,0.0,2.95
446,454,-4.0,4.0,2.96
444,456,-2.0,2.0,2.97
444,456,0.0,0.0,2.98
440,460,-4.0,4.0,2.99
440,460,0.0,0.0,3.0
436,464,-4.0,4.0,3.0100000000000002
434,466,-2.0,2.0,3.02
434,466,0.0,0.0,3.0300000000000002
430,470,-4.0,4.0,3.04
430,470,0.0,0.0,3.0500000000000003
426,474,-4.0,4.0,3.06
424,476,-2.0,2.0,3.0700000000000003
424,476,0.0,0.0,3.08
420,480,-4.0,4.0,3.09
420,480,0.0,0.0,3.1
416,484,-4.0,4.0,3.11
414,486,-2.0,2.0,3.12
414,486,0.0,0.0,3.13
410,490,-4.0,4.0,3.14
410,490,0.0,0.0,3.15
406,494,-4.0,4.0,3.16
404,496,-2.0,2.0,3.17
404,496,0.0,0.0,3.18
400,500,-4.0,4.0,3.19
400,500,0.0,0.0,3.2
396,504,-4.0,4.0,3.21
394,506,-2.0,2.0,3.22
394,506,0.0,0.0,3.23
390,510,-4.0,4.0,3.24
390,510,0.0,0.0,3.25
386,514,-4.0,4.0,3.2600000000000002
384,516,-2.0,2.0,3.27
384,516,0.0,0.0,3.2800000000000002
380,520,-4.0,4.0,3.29
380,520,0.0,0.0,3.3000000000000003
376,524,-4.0,4.0,3.31
374,526,-2.0,2.0,3.3200000000000003
374,526,0.0,0.0,3.33
370,530,-4.0,4.0,3.34
370,530,0.0,0.0,3.35
366,534,-4.0,4.0,3.36
364,536,-2.0,2.0,3.37
364,536,0.0,0.0,3.38
360,540,-4.0,4.0,3.39
360,540,0.0,0.0,3.4
356,544,-4.0,4.0,3.41
354,546,-2.0,2.0,3.42
354,546,0.0,0.0,3.43
350,550,-4.0,4.0,3.44
350,550,0.0,0.0,3.45
346,554,-4.0,4.0,3.46
344,556,-2.0,2.0,3.47
344,556,0.0,0.0,3.48
340,560,-4.0,4.0,3.49
340,560,0.0,0.0,3.5
336,564,-4.0,4.0,3.5100000000000002
334,566,-2.0,2.0,3.52
334,566,0.0,0.0,3.5300000000000002
330,570,-4.0,4.0,3.54
330,570,0.0,0.0,3.5500000000000003
326,574,-4.0,4.0,3.56
324,576,-2.0,2.0,3.5700000000000003
324,576,0.0,0.0,3.58
320,580,-4.0,4.0,3.59
320,580,0.0,0.0,3.6
316,584,-4.0,4.0,3.61
314,586,-2.0,2.0,3.62
314,586,0.0,0.0,3.63
310,590,-4.0,4.0,3.64
310,590,0.0,0.0,3.65
306,594,-4.0,4.0,3.66
304,596,-2.0,2.0,3.67
304,596,0.0,0.0,3.68
300,600,-4.0,4.0,3.69
300,600,0.0,0.0,3.7
296,604,-4.0,4.0,3.71
294,606,-2.0,2.0,3.72
294,606,0.0,0.0,3.73
290,610,-4.0,4.0,3.74
290,610,0.0,0.0,3.75
286,614,-4.0,4.0,3.7600000000000002
284,616,-2.0,2.0,3.77
284,616,0.0,0.0,3.7800000000000002
280,620,-4.0,4.0,3.79
280,620,0.0,0.0,3.8000000000000003
276,624,-4.0,4.0,3.81
274,626,-2.0,2.0,3.8200000000000003
274,626,0.0,0.0,3.83
270,630,-4.0,4.0,3.84
270,630,0.0,0.0,3.85
266,634,-4.0,4.0,3.86
264,632,-2.0,-2.0,3.87
264,632,0.0,0.0,3.88
260,628,-4.0,-4.0,3.89
260,628,0.0,0.0,3.9
256,624,-4.0,-4.0,3.91
254,622,-2.0,-2.0,3.92
254,622,0.0,0.0,3.93
250,618,-4.0,-4.0,3.94
250,618,0.0,0.0,3.95
246,614,-4.0,-4.0,3.96
244,612,-2.0,-2.0,3.97
244,612,0.0,0.0,3.98
240,608,-4.0,-4.0,3.99
240,608,0.0,0.0,4.0
236,604,-4.0,-4.0,4.01
234,602,-2.0,-2.0,4.0200000000000005
234,602,0.0,0.0,4.03
230,598,-4.0,-4.0,4.04
230,598,0.0,0.0,4.05
226,594,-4.0,-4.0,4.0600000000000005
224,592,-2.0,-2.0,4.07
224,592,0.0,0.0,4.08
220,588,-4.0,-4.0,4.09
220,588,0.0,0.0,4.1
216,584,-4.0,-4.0,4.11
214,582,-2.0,-2.0,4.12
214,582,0.0,0.0,4.13
210,578,-4.0,-4.0,4.14
210,578,0.0,0.0,4.15
206,574,-4.0,-4.0,4.16
204,572,-2.0,-2.0,4.17
204,572,0.0,0.0,4.18
200,568,-4.0,-4.0,4.19
200,568,0.0,0.0,4.2
196,564,-4.0,-4.0,4.21
194,562,-2.0,-2.0,4.22
194,562,0.0,0.0,4.23
190,558,-4.0,-4.0,4.24
190,558,0.0,0.0,4.25
186,554,-4.0,-4.0,4.26
184,552,-2.0,-2.0,4.2700000000000005
184,552,0.0,0.0,4.28
180,548,-4.0,-4.0,4.29
180,548,0.0,0.0,4.3
176,544,-4.0,-4.0,4.3100000000000005
174,542,-2.0,-2.0,4.32
174,542,0.0,0.0,4.33
170,538,-4.0,-4.0,4.34
170,538,0.0,0.0,4.3500000000000005
166,534,-4.0,-4.0,4.36
164,532,-2.0,-2.0,4.37
164,532,0.0,0.0,4.38
160,528,-4.0,-4.0,4.39
160,528,0.0,0.0,4.4
156,524,-4.0,-4.0,4.41
154,522,-2.0,-2.0,4.42
154,522,0.0,0.0,4.43
150,518,-4.0,-4.0,4.44
150,518,0.0,0.0,4.45
146,514,-4.0,-4.0,4.46
144,512,-2.0,-2.0,4.47
144,512,0.0,0.0,4.48
140,508,-4.0,-4.0,4.49
140,508,0.0,0.0,4.5
136,504,-4.0,-4.0,4.51
134,502,-2.0,-2.0,4.5200000000000005
134,502,0.0,0.0,4.53
130,498,-4.0,-4.0,4.54
130,498,0.0,0.0,4.55
126,494,-4.0,-4.0,4.5600000000000005
124,492,-2.0,-2.0,4.57
124,492,0.0,0.0,4.58
120,488,-4.0,-4.0,4.59
120,488,0.0,0.0,4.6000000000000005
116,484,-4.0,-4.0,4.61
114,482,-2.0,-2.0,4.62
114,482,0.0,0.0,4.63
110,478,-4.0,-4.0,4.64
110,478,0.0,0.0,4.65
106,474,-4.0,-4.0,4.66
104,472,-2.0,-2.0,4.67
104,472,0.0,0.0,4.68
100,468,-4.0,-4.0,4.69
100,468,0.0,0.0,4.7
96,464,-4.0,-4.0,4.71
94,462,-2.0,-2.0,4.72
94,462,0.0,0.0,4.73
90,458,-4.0,-4.0,4.74
90,458,0.0,0.0,4.75
86,454,-4.0,-4.0,4.76
84,452,-2.0,-2.0,4.7700000000000005
84,452,0.0,0.0,4.78
80,448,-4.0,-4.0,4.79
80,448,0.0,0.0,4.8
76,444,-4.0,-4.0,4.8100000000000005
74,442,-2.0,-2.0,4.82
74,442,0.0,0.0,4.83
70,438,-4.0,-4.0,4.84
70,438,0.0,0.0,4.8500000000000005
66,434,-4.0,-4.0,4.86
64,432,-2.0,-2.0,4.87
64,432,0.0,0.0,4.88
60,428,-4.0,-4.0,4.89
60,428,0.0,0.0,4.9
56,424,-4.0,-4.0,4.91
54,422,-2.0,-2.0,4.92
54,422,0.0,0.0,4.93
50,418,-4.0,-4.0,4.94
50,418,0.0,0.0,4.95
46,414,-4.0,-4.0,4.96
44,412,-2.0,-2.0,4.97
44,412,0.0,0.0,4.98
40,408,-4.0,-4.0,4.99
40,408,0.0,0.0,5.0
36,404,-4.0,-4.0,5.01
34,402,-2.0,-2.0,5.0200000000000005
34,402,0.0,0.0,5.03
30,398,-4.0,-4.0,5.04
30,398,0.0,0.0,5.05
26,394,-4.0,-4.0,5.0600000000000005
24,392,-2.0,-2.0,5.07
24,392,0.0,0.0,5.08
20,388,-4.0,-4.0,5.09
20,388,0.0,0.0,5.1000000000000005
16,384,-4.0,-4.0,5.11
14,382,-2.0,-2.0,5.12
14,382,0.0,0.0,5.13
10,378,-4.0,-4.0,5.14
10,378,0.0,0.0,5.15
6,374,-4.0,-4.0,5.16
4,372,-2.0,-2.0,5.17
4,372,0.0,0.0,5.18
0,368,-4.0,-4.0,5.19
0,368,0.0,0.0,5.2
4,364,4.0,-4.0,5.21
6,362,2.0,-2.0,5.22
6,362,0.0,0.0,5.23
10,358,4.0,-4.0,5.24
10,358,0.0,0.0,5.25
14,354,4.0,-4.0,5.26
16,352,2.0,-2.0,5.2700000000000005
16,352,0.0,0.0,5.28
20,348,4.0,-4.0,5.29
20,348,0.0,0.0,5.3
24,344,4.0,-4.0,5.3100000000000005
26,342,2.0,-2.0,5.32
26,342,0.0,0.0,5.33
30,338,4.0,-4.0,5.34
30,338,0.0,0.0,5.3500000000000005
34,334,4.0,-4.0,5.36
36,332,2.0,-2.0,5.37
36,332,0.0,0.0,5.38
40,328,4.0,-4.0,5.39
40,328,0.0,0.0,5.4
42,326,2.0,-2.0,5.41
46,322,4.0,-4.0,5.42
46,322,0.0,0.0,5.43
50,318,4.0,-4.0,5.44
50,318,0.0,0.0,5.45
54,314,4.0,-4.0,5.46
56,312,2.0,-2.0,5.47
56,312,0.0,0.0,5.48
60,308,4.0,-4.0,5.49
60,308,0.0,0.0,5.5
64,304,4.0,-4.0,5.51
66,302,2.0,-2.0,5.5200000000000005
66,302,0.0,0.0,5.53
70,298,4.0,-4.0,5.54
70,298,0.0,0.0,5.55
74,294,4.0,-4.0,5.5600000000000005
76,292,2.0,-2.0,5.57
76,292,0.0,0.0,5.58
80,288,4.0,-4.0,5.59
80,288,0.0,0.0,5.6000000000000005
84,284,4.0,-4.0,5.61
86,282,2.0,-2.0,5.62
86,282,0.0,0.0,5.63
90,278,4.0,-4.0,5.64
90,278,0.0,0.0,5.65
94,274,4.0,-4.0,5.66
96,272,2.0,-2.0,5.67
96,272,0.0,0.0,5.68
100,268,4.0,-4.0,5.69
100,268,0.0,0.0,5.7
102,266,2.0,-2.0,5.71
106,262,4.0,-4.0,5.72
106,262,0.0,0.0,5.73
110,258,4.0,-4.0,5.74
110,258,0.0,0.0,5.75
114,254,4.0,-4.0,5.76
116,252,2.0,-2.0,5.7700000000000005
116,252,0.0,0.0,5.78
120,248,4.0,-4.0,5.79
120,248,0.0,0.0,5.8
124,244,4.0,-4.0,5.8100000000000005
126,242,2.0,-2.0,5.82
126,242,0.0,0.0,5.83
130,238,4.0,-4.0,5.84
130,238,0.0,0.0,5.8500000000000005
134,234,4.0,-4.0,5.86
136,232,2.0,-2.0,5.87
136,232,0.0,0.0,5.88
140,228,4.0,-4.0,5.89
140,228,0.0,0.0,5.9
144,224,4.0,-4.0,5.91
146,222,2.0,-2.0,5.92
146,222,0.0,0.0,5.93
150,218,4.0,-4.0,5.94
150,218,0.0,0.0,5.95
154,214,4.0,-4.0,5.96
156,212,2.0,-2.0,5.97
156,212,0.0,0.0,5.98
160,208,4.0,-4.0,5.99
160,208,0.0,0.0,6.0
164,204,4.0,-4.0,6.01
166,202,2.0,-2.0,6.0200000000000005
166,202,0.0,0.0,6.03
170,198,4.0,-4.0,6.04
170,198,0.0,0.0,6.05
174,194,4.0,-4.0,6.0600000000000005
176,192,2.0,-2.0,6.07
176,192,0.0,0.0,6.08
180,188,4.0,-4.0,6.09
180,188,0.0,0.0,6.1000000000000005
184,184,4.0,-4.0,6.11
186,182,2.0,-2.0,6.12
186,182,0.0,0.0,6.13
190,178,4.0,-4.0,6.140000000000001
190,178,0.0,0.0,6.15
194,174,4.0,-4.0,6.16
196,172,2.0,-2.0,6.17
196,172,0.0,0.0,6.18
200,168,4.0,-4.0,6.19
200,168,0.0,0.0,6.2
204,164,4.0,-4.0,6.21
206,162,2.0,-2.0,6.22
206,162,0.0,0.0,6.23
210,158,4.0,-4.0,6.24
210,158,0.0,0.0,6.25
214,154,4.0,-4.0,6.26
216,152,2.0,-2.0,6.2700000000000005
216,152,0.0,0.0,6.28
220,148,4.0,-4.0,6.29
220,148,0.0,0.0,6.3
224,144,4.0,-4.0,6.3100000000000005
226,142,2.0,-2.0,6.32
226,142,0.0,0.0,6.33
230,138,4.0,-4.0,6.34
230,138,0.0,0.0,6.3500000000000005
234,134,4.0,-4.0,6.36
236,132,2.0,-2.0,6.37
236,132,0.0,0.0,6.38
240,128,4.0,-4.0,6.390000000000001
240,128,0.0,0.0,6.4
244,124,4.0,-4.0,6.41
246,122,2.0,-2.0,6.42
246,122,0.0,0.0,6.43
250,118,4.0,-4.0,6.44
250,118,0.0,0.0,6.45
254,114,4.0,-4.0,6.46
256,112,2.0,-2.0,6.47
256,112,0.0,0.0,6.48
260,108,4.0,-4.0,6.49
260,108,0.0,0.0,6.5
264,104,4.0,-4.0,6.51
266,102,2.0,-2.0,6.5200000000000005
266,102,0.0,0.0,6.53
270,98,4.0,-4.0,6.54
270,98,0.0,0.0,6.55
274,94,4.0,-4.0,6.5600000000000005
276,92,2.0,-2.0,6.57
276,92,0.0,0.0,6.58
280,88,4.0,-4.0,6.59
280,88,0.0,0.0,6.6000000000000005
284,84,4.0,-4.0,6.61
286,82,2.0,-2.0,6.62
286,82,0.0,0.0,6.63
290,78,4.0,-4.0,6.640000000000001
290,78,0.0,0.0,6.65
294,74,4.0,-4.0,6.66
296,72,2.0,-2.0,6.67
296,72,0.0,0.0,6.68
300,68,4.0,-4.0,6.69
300,68,0.0,0.0,6.7
304,64,4.0,-4.0,6.71
306,62,2.0,-2.0,6.72
306,62,0.0,0.0,6.73
310,58,4.0,-4.0,6.74
310,58,0.0,0.0,6.75
314,54,4.0,-4.0,6.76
316,52,2.0,-2.0,6.7700000000000005
316,52,0.0,0.0,6.78
320,48,4.0,-4.0,6.79
320,48,0.0,0.0,6.8
324,44,4.0,-4.0,6.8100000000000005
326,42,2.0,-2.0,6.82
326,42,0.0,0.0,6.83
330,38,4.0,-4.0,6.84
330,38,0.0,0.0,6.8500000000000005
334,34,4.0,-4.0,6.86
336,32,2.0,-2.0,6.87
336,32,0.0,0.0,6.88
340,28,4.0,-4.0,6.890000000000001
340,28,0.0,0.0,6.9
344,24,4.0,-4.0,6.91
346,22,2.0,-2.0,6.92
346,22,0.0,0.0,6.93
350,18,4.0,-4.0,6.94
350,18,0.0,0.0,6.95
354,14,4.0,-4.0,6.96
356,12,2.0,-2.0,6.97
356,12,0.0,0.0,6.98
360,8,4.0,-4.0,6.99
360,8,0.0,0.0,7.0
364,4,4.0,-4.0,7.01
366,2,2.0,-2.0,7.0200000000000005
366,2,0.0,0.0,7.03
370,2,4.0,0.0,7.04
370,2,0.0,0.0,7.05
374,6,4.0,4.0,7.0600000000000005
376,8,2.0,2.0,7.07
376,8,0.0,0.0,7.08
380,12,4.0,4.0,7.09
380,12,0.0,0.0,7.1000000000000005
384,16,4.0,4.0,7.11
386,18,2.0,2.0,7.12
386,18,0.0,0.0,7.13
390,22,4.0,4.0,7.140000000000001
390,22,0.0,0.0,7.15
394,26,4.0,4.0,7.16
396,28,2.0,2.0,7.17
396,28,0.0,0.0,7.18
400,32,4.0,4.0,7.19
400,32,0.0,0.0,7.2
404,36,4.0,4.0,7.21
406,38,2.0,2.0,7.22
406,38,0.0,0.0,7.23
410,42,4.0,4.0,7.24
410,42,0.0,0.0,7.25
414,46,4.0,4.0,7.26
416,48,2.0,2.0,7.2700000000000005
416,48,0.0,0.0,7.28
420,52,4.0,4.0,7.29
420,52,0.0,0.0,7.3
424,56,4.0,4.0,7.3100000000000005
426,58,2.0,2.0,7.32
426,58,0.0,0.0,7.33
430,62,4.0,4.0,7.34
430,62,0.0,0.0,7.3500000000000005
434,66,4.0,4.0,7.36
436,68,2.0,2.0,7.37
436,68,0.0,0.0,7.38
440,72,4.0,4.0,7.390000000000001
440,72,0.0,0.0,7.4
444,76,4.0,4.0,7.41
446,78,2.0,2.0,7.42
446,78,0.0,0.0,7.43
450,82,4.0,4.0,7.44
450,82,0.0,0.0,7.45
454,86,4.0,4.0,7.46
456,88,2.0,2.0,7.47
456,88,0.0,0.0,7.48
460,92,4.0,4.0,7.49
460,92,0.0,0.0,7.5
464,96,4.0,4.0,7.51
466,98,2.0,2.0,7.5200000000000005
466,98,0.0,0.0,7.53
470,102,4.0,4.0,7.54
470,102,0.0,0.0,7.55
474,106,4.0,4.0,7.5600000000000005
476,108,2.0,2.0,7.57
476,108,0.0,0.0,7.58
480,112,4.0,4.0,7.59
480,112,0.0,0.0,7.6000000000000005
484,116,4.0,4.0,7.61
486,118,2.0,2.0,7.62
486,118,0.0,0.0,7.63
490,122,4.0,4.0,7.640000000000001
490,122,0.0,0.0,7.65
494,126,4.0,4.0,7.66
496,128,2.0,2.0,7.67
496,128,0.0,0.0,7.68
500,132,4.0,4.0,7.69
500,132,0.0,0.0,7.7
504,136,4.0,4.0,7.71
506,138,2.0,2.0,7.72
506,138,0.0,0.0,7.73
510,142,4.0,4.0,7.74
510,142,0.0,0.0,7.75
514,146,4.0,4.0,7.76
516,148,2.0,2.0,7.7700000000000005
516,148,0.0,0.0,7.78
520,152,4.0,4.0,7.79
520,152,0.0,0.0,7.8
524,156,4.0,4.0,7.8100000000000005
526,158,2.0,2.0,7.82
526,158,0.0,0.0,7.83
530,162,4.0,4.0,7.84
530,162,0.0,0.0,7.8500000000000005
534,166,4.0,4.0,7.86
536,168,2.0,2.0,7.87
536,168,0.0,0.0,7.88
540,172,4.0,4.0,7.890000000000001
540,172,0.0,0.0,7.9
544,176,4.0,4.0,7.91
546,178,2.0,2.0,7.92
546,178,0.0,0.0,7.930000000000001
550,182,4.0,4.0,7.94
550,182,0.0,0.0,7.95
554,186,4.0,4.0,7.96
556,188,2.0,2.0,7.97
556,188,0.0,0.0,7.98
560,192,4.0,4.0,7.99
560,192,0.0,0.0,8.0
564,196,4.0,4.0,8.01
566,198,2.0,2.0,8.02
566,198,0.0,0.0,8.03
570,202,4.0,4.0,8.040000000000001
570,202,0.0,0.0,8.05
574,206,4.0,4.0,8.06
576,208,2.0,2.0,8.07
576,208,0.0,0.0,8.08
580,212,4.0,4.0,8.09
580,212,0.0,0.0,8.1
584,216,4.0,4.0,8.11
586,218,2.0,2.0,8.120000000000001
586,218,0.0,0.0,8.13
590,222,4.0,4.0,8.14
