x,y,dx,dy,t
352,628,0.0,0.0,86.32000000000001
350,626,-2.0,-2.0,86.33
346,622,-4.0,-4.0,86.34
346,622,0.0,0.0,86.35000000000001
342,618,-4.0,-4.0,86.36
340,616,-2.0,-2.0,86.37
340,616,0.0,0.0,86.38
336,612,-4.0,-4.0,86.39
336,612,0.0,0.0,86.4
332,608,-4.0,-4.0,86.41
332,608,0.0,0.0,86.42
330,606,-2.0,-2.0,86.43
326,602,-4.0,-4.0,86.44
326,602,0.0,0.0,86.45
322,598,-4.0,-4.0,86.46000000000001
322,598,0.0,0.0,86.47
320,596,-2.0,-2.0,86.48
316,592,-4.0,-4.0,86.49
316,592,0.0,0.0,86.5
312,588,-4.0,-4.0,86.51
312,588,0.0,0.0,86.52
310,586,-2.0,-2.0,86.53
306,582,-4.0,-4.0,86.54
306,582,0.0,0.0,86.55
302,578,-4.0,-4.0,86.56
302,578,0.0,0.0,86.57000000000001
300,576,-2.0,-2.0,86.58
296,572,-4.0,-4.0,86.59
296,572,0.0,0.0,86.60000000000001
292,568,-4.0,-4.0,86.61
292,568,0.0,0.0,86.62
290,566,-2.0,-2.0,86.63
286,562,-4.0,-4.0,86.64
286,562,0.0,0.0,86.65
282,558,-4.0,-4.0,86.66
282,558,0.0,0.0,86.67
280,556,-2.0,-2.0,86.68
276,552,-4.0,-4.0,86.69
276,552,0.0,0.0,86.7
272,548,-4.0,-4.0,86.71000000000001
272,548,0.0,0.0,86.72
270,546,-2.0,-2.0,86.73
266,542,-4.0,-4.0,86.74
266,542,0.0,0.0,86.75
262,538,-4.0,-4.0,86.76
262,538,0.0,0.0,86.77
260,536,-2.0,-2.0,86.78
256,532,-4.0,-4.0,86.79
256,532,0.0,0.0,86.8
252,528,-4.0,-4.0,86.81
252,528,0.0,0.0,86.82000000000001
250,526,-2.0,-2.0,86.83
246,522,-4.0,-4.0,86.84
246,522,0.0,0.0,86.85000000000001
242,518,-4.0,-4.0,86.86
242,518,0.0,0.0,86.87
240,516,-2.0,-2.0,86.88
236,512,-4.0,-4.0,86.89
236,512,0.0,0.0,86.9
232,508,-4.0,-4.0,86.91
232,508,0.0,0.0,86.92
230,506,-2.0,-2.0,86.93
226,502,-4.0,-4.0,86.94
226,502,0.0,0.0,86.95
222,498,-4.0,-4.0,86.96000000000001
222,498,0.0,0.0,86.97
218,494,-4.0,-4.0,86.98
216,492,-2.0,-2.0,86.99
216,492,0.0,0.0,87.0
212,488,-4.0,-4.0,87.01
212,488,0.0,0.0,87.02
210,486,-2.0,-2.0,87.03
206,482,-4.0,-4.0,87.04
206,482,0.0,0.0,87.05
202,478,-4.0,-4.0,87.06
202,478,0.0,0.0,87.07000000000001
200,476,-2.0,-2.0,87.08
196,472,-4.0,-4.0,87.09
196,472,0.0,0.0,87.10000000000001
192,468,-4.0,-4.0,87.11
192,468,0.0,0.0,87.12
190,466,-2.0,-2.0,87.13
186,462,-4.0,-4.0,87.14
186,462,0.0,0.0,87.15
182,458,-4.0,-4.0,87.16
182,458,0.0,0.0,87.17
180,456,-2.0,-2.0,87.18
176,452,-4.0,-4.0,87.19
176,452,0.0,0.0,87.2
172,448,-4.0,-4.0,87.21000000000001
172,448,0.0,0.0,87.22
170,446,-2.0,-2.0,87.23
166,442,-4.0,-4.0,87.24
166,442,0.0,0.0,87.25
162,438,-4.0,-4.0,87.26
162,438,0.0,0.0,87.27
160,436,-2.0,-2.0,87.28
156,432,-4.0,-4.0,87.29
156,432,0.0,0.0,87.3
152,428,-4.0,-4.0,87.31
152,428,0.0,0.0,87.32000000000001
150,426,-2.0,-2.0,87.33
146,422,-4.0,-4.0,87.34
146,422,0.0,0.0,87.35000000000001
142,418,-4.0,-4.0,87.36
142,418,0.0,0.0,87.37
140,416,-2.0,-2.0,87.38
136,412,-4.0,-4.0,87.39
136,412,0.0,0.0,87.4
132,408,-4.0,-4.0,87.41
132,408,0.0,0.0,87.42
130,406,-2.0,-2.0,87.43
126,402,-4.0,-4.0,87.44
126,402,0.0,0.0,87.45
122,398,-4.0,-4.0,87.46000000000001
122,398,0.0,0.0,87.47
120,396,-2.0,-2.0,87.48
116,392,-4.0,-4.0,87.49
116,392,0.0,0.0,87.5
112,388,-4.0,-4.0,87.51
112,388,0.0,0.0,87.52
110,386,-2.0,-2.0,87.53
106,382,-4.0,-4.0,87.54
106,382,0.0,0.0,87.55
102,378,-4.0,-4.0,87.56
102,378,0.0,0.0,87.57000000000001
100,376,-2.0,-2.0,87.58
96,372,-4.0,-4.0,87.59
96,372,0.0,0.0,87.60000000000001
92,368,-4.0,-4.0,87.61
92,368,0.0,0.0,87.62
90,366,-2.0,-2.0,87.63
86,362,-4.0,-4.0,87.64
86,362,0.0,0.0,87.65
82,358,-4.0,-4.0,87.66
82,358,0.0,0.0,87.67
80,356,-2.0,-2.0,87.68
76,352,-4.0,-4.0,87.69
76,352,0.0,0.0,87.7
72,348,-4.0,-4.0,87.71000000000001
72,348,0.0,0.0,87.72
70,346,-2.0,-2.0,87.73
66,342,-4.0,-4.0,87.74
66,342,0.0,0.0,87.75
62,338,-4.0,-4.0,87.76
62,338,0.0,0.0,87.77
60,336,-2.0,-2.0,87.78
56,332,-4.0,-4.0,87.79
56,332,0.0,0.0,87.8
52,328,-4.0,-4.0,87.81
52,328,0.0,0.0,87.82000000000001
50,326,-2.0,-2.0,87.83
46,322,-4.0,-4.0,87.84
46,322,0.0,0.0,87.85000000000001
42,318,-4.0,-4.0,87.86
42,318,0.0,0.0,87.87
40,316,-2.0,-2.0,87.88
36,312,-4.0,-4.0,87.89
36,312,0.0,0.0,87.9
32,308,-4.0,-4.0,87.91
32,308,0.0,0.0,87.92
30,306,-2.0,-2.0,87.93
26,302,-4.0,-4.0,87.94
26,302,0.0,0.0,87.95
22,298,-4.0,-4.0,87.96000000000001
22,298,0.0,0.0,87.97
20,296,-2.0,-2.0,87.98
16,292,-4.0,-4.0,87.99
16,292,0.0,0.0,88.0
12,288,-4.0,-4.0,88.01
12,288,0.0,0.0,88.02
10,286,-2.0,-2.0,88.03
6,282,-4.0,-4.0,88.04
6,282,0.0,0.0,88.05
2,278,-4.0,-4.0,88.06
2,278,0.0,0.0,88.07000000000001
0,276,-2.0,-2.0,88.08
4,272,4.0,-4.0,88.09
4,272,0.0,0.0,88.10000000000001
8,268,4.0,-4.0,88.11
8,268,0.0,0.0,88.12
10,266,2.0,-2.0,88.13
14,262,4.0,-4.0,88.14
14,262,0.0,0.0,88.15
18,258,4.0,-4.0,88.16
18,258,0.0,0.0,88.17
20,256,2.0,-2.0,88.18
24,252,4.0,-4.0,88.19
24,252,0.0,0.0,88.2
28,248,4.0,-4.0,88.21000000000001
28,248,0.0,0.0,88.22
30,246,2.0,-2.0,88.23
34,242,4.0,-4.0,88.24
34,242,0.0,0.0,88.25
38,238,4.0,-4.0,88.26
38,238,0.0,0.0,88.27
40,236,2.0,-2.0,88.28
44,232,4.0,-4.0,88.29
44,232,0.0,0.0,88.3
48,228,4.0,-4.0,88.31
48,228,0.0,0.0,88.32000000000001
50,226,2.0,-2.0,88.33
54,222,4.0,-4.0,88.34
54,222,0.0,0.0,88.35000000000001
58,218,4.0,-4.0,88.36
58,218,0.0,0.0,88.37
60,216,2.0,-2.0,88.38
64,212,4.0,-4.0,88.39
64,212,0.0,0.0,88.4
68,208,4.0,-4.0,88.41
68,208,0.0,0.0,88.42
70,206,2.0,-2.0,88.43
74,202,4.0,-4.0,88.44
74,202,0.0,0.0,88.45
78,198,4.0,-4.0,88.46000000000001
78,198,0.0,0.0,88.47
80,196,2.0,-2.0,88.48
84,192,4.0,-4.0,88.49
84,192,0.0,0.0,88.5
88,188,4.0,-4.0,88.51
88,188,0.0,0.0,88.52
90,186,2.0,-2.0,88.53
94,182,4.0,-4.0,88.54
94,182,0.0,0.0,88.55
98,178,4.0,-4.0,88.56
98,178,0.0,0.0,88.57000000000001
100,176,2.0,-2.0,88.58
104,172,4.0,-4.0,88.59
104,172,0.0,0.0,88.60000000000001
108,168,4.0,-4.0,88.61
108,168,0.0,0.0,88.62
110,166,2.0,-2.0,88.63
114,162,4.0,-4.0,88.64
114,162,0.0,0.0,88.65
118,158,4.0,-4.0,88.66
118,158,0.0,0.0,88.67
120,156,2.0,-2.0,88.68
124,152,4.0,-4.0,88.69
124,152,0.0,0.0,88.7
128,148,4.0,-4.0,88.71000000000001
128,148,0.0,0.0,88.72
130,146,2.0,-2.0,88.73
134,142,4.0,-4.0,88.74
134,142,0.0,0.0,88.75
138,138,4.0,-4.0,88.76
138,138,0.0,0.0,88.77
140,136,2.0,-2.0,88.78
144,132,4.0,-4.0,88.79
144,132,0.0,0.0,88.8
148,128,4.0,-4.0,88.81
148,128,0.0,0.0,88.82000000000001
150,126,2.0,-2.0,88.83
154,122,4.0,-4.0,88.84
154,122,0.0,0.0,88.85000000000001
158,118,4.0,-4.0,88.86
158,118,0.0,0.0,88.87
160,116,2.0,-2.0,88.88
164,112,4.0,-4.0,88.89
164,112,0.0,0.0,88.9
168,108,4.0,-4.0,88.91
168,108,0.0,0.0,88.92
170,106,2.0,-2.0,88.93
174,102,4.0,-4.0,88.94
174,102,0.0,0.0,88.95
178,98,4.0,-4.0,88.96000000000001
178,98,0.0,0.0,88.97
180,96,2.0,-2.0,88.98
184,92,4.0,-4.0,88.99
184,92,0.0,0.0,89.0
188,88,4.0,-4.0,89.01
188,88,0.0,0.0,89.02
190,86,2.0,-2.0,89.03
194,82,4.0,-4.0,89.04
194,82,0.0,0.0,89.05
198,78,4.0,-4.0,89.06
198,78,0.0,0.0,89.07000000000001
200,76,2.0,-2.0,89.08
204,72,4.0,-4.0,89.09
204,72,0.0,0.0,89.10000000000001
208,68,4.0,-4.0,89.11
208,68,0.0,0.0,89.12
210,66,2.0,-2.0,89.13
214,62,4.0,-4.0,89.14
214,62,0.0,0.0,89.15
218,58,4.0,-4.0,89.16
218,58,0.0,0.0,89.17
220,56,2.0,-2.0,89.18
224,52,4.0,-4.0,89.19
224,52,0.0,0.0,89.2
228,48,4.0,-4.0,89.21000000000001
228,48,0.0,0.0,89.22
230,46,2.0,-2.0,89.23
234,42,4.0,-4.0,89.24
234,42,0.0,0.0,89.25
238,38,4.0,-4.0,89.26
238,38,0.0,0.0,89.27
240,36,2.0,-2.0,89.28
244,32,4.0,-4.0,89.29
244,32,0.0,0.0,89.3
248,28,4.0,-4.0,89.31
248,28,0.0,0.0,89.32000000000001
250,26,2.0,-2.0,89.33
254,22,4.0,-4.0,89.34
254,22,0.0,0.0,89.35000000000001
258,18,4.0,-4.0,89.36
258,18,0.0,0.0,89.37
260,16,2.0,-2.0,89.38
264,12,4.0,-4.0,89.39
264,12,0.0,0.0,89.4
268,8,4.0,-4.0,89.41
268,8,0.0,0.0,89.42
270,6,2.0,-2.0,89.43
274,2,4.0,-4.0,89.44
274,2,0.0,0.0,89.45
278,2,4.0,0.0,89.46000000000001
278,2,0.0,0.0,89.47
280,4,2.0,2.0,89.48
284,8,4.0,4.0,89.49
284,8,0.0,0.0,89.5
288,12,4.0,4.0,89.51
288,12,0.0,0.0,89.52
290,14,2.0,2.0,89.53
294,18,4.0,4.0,89.54
294,18,0.0,0.0,89.55
298,22,4.0,4.0,89.56
298,22,0.0,0.0,89.57000000000001
300,24,2.0,2.0,89.58
304,28,4.0,4.0,89.59
304,28,0.0,0.0,89.60000000000001
308,32,4.0,4.0,89.61
308,32,0.0,0.0,89.62
310,34,2.0,2.0,89.63
314,38,4.0,4.0,89.64
314,38,0.0,0.0,89.65
318,42,4.0,4.0,89.66
318,42,0.0,0.0,89.67
320,44,2.0,2.0,89.68
324,48,4.0,4.0,89.69
324,48,0.0,0.0,89.7
328,52,4.0,4.0,89.71000000000001
328,52,0.0,0.0,89.72
330,54,2.0,2.0,89.73
334,58,4.0,4.0,89.74
334,58,0.0,0.0,89.75
338,62,4.0,4.0,89.76
338,62,0.0,0.0,89.77
340,64,2.0,2.0,89.78
344,68,4.0,4.0,89.79
344,68,0.0,0.0,89.8
348,72,4.0,4.0,89.81
348,72,0.0,0.0,89.82000000000001
350,74,2.0,2.0,89.83
354,78,4.0,4.0,89.84
354,78,0.0,0.0,89.85000000000001
358,82,4.0,4.0,89.86
358,82,0.0,0.0,89.87
360,84,2.0,2.0,89.88
364,88,4.0,4.0,89.89
364,88,0.0,0.0,89.9
368,92,4.0,4.0,89.91
368,92,0.0,0.0,89.92
370,94,2.0,2.0,89.93
374,98,4.0,4.0,89.94
374,98,0.0,0.0,89.95
378,102,4.0,4.0,89.96000000000001
378,102,0.0,0.0,89.97
380,104,2.0,2.0,89.98
384,108,4.0,4.0,89.99
384,108,0.0,0.0,90.0
388,112,4.0,4.0,90.01
388,112,0.0,0.0,90.02
390,114,2.0,2.0,90.03
394,118,4.0,4.0,90.04
394,118,0.0,0.0,90.05
398,122,4.0,4.0,90.06
398,122,0.0,0.0,90.07000000000001
400,124,2.0,2.0,90.08
404,128,4.0,4.0,90.09
404,128,0.0,0.0,90.10000000000001
408,132,4.0,4.0,90.11
408,132,0.0,0.0,90.12
410,134,2.0,2.0,90.13
414,138,4.0,4.0,90.14
414,138,0.0,0.0,90.15
418,142,4.0,4.0,90.16
418,142,0.0,0.0,90.17
420,144,2.0,2.0,90.18
424,148,4.0,4.0,90.19
424,148,0.0,0.0,90.2
428,152,4.0,4.0,90.21000000000001
428,152,0.0,0.0,90.22
430,154,2.0,2.0,90.23
434,158,4.0,4.0,90.24
434,158,0.0,0.0,90.25
438,162,4.0,4.0,90.26
438,162,0.0,0.0,90.27
440,164,2.0,2.0,90.28
444,168,4.0,4.0,90.29
444,168,0.0,0.0,90.3
448,172,4.0,4.0,90.31
448,172,0.0,0.0,90.32000000000001
450,174,2.0,2.0,90.33
454,178,4.0,4.0,90.34
454,178,0.0,0.0,90.35000000000001
458,182,4.0,4.0,90.36
458,182,0.0,0.0,90.37
462,186,4.0,4.0,90.38
464,188,2.0,2.0,90.39
464,188,0.0,0.0,90.4
468,192,4.0,4.0,90.41
468,192,0.0,0.0,90.42
470,194,2.0,2.0,90.43
474,198,4.0,4.0,90.44
474,198,0.0,0.0,90.45
478,202,4.0,4.0,90.46000000000001
478,202,0.0,0.0,90.47
480,204,2.0,2.0,90.48
484,208,4.0,4.0,90.49
484,208,0.0,0.0,90.5
488,212,4.0,4.0,90.51
488,212,0.0,0.0,90.52
492,216,4.0,4.0,90.53
494,218,2.0,2.0,90.54
494,218,0.0,0.0,90.55
498,222,4.0,4.0,90.56
498,222,0.0,0.0,90.57000000000001
502,226,4.0,4.0,90.58
504,228,2.0,2.0,90.59
504,228,0.0,0.0,90.60000000000001
508,232,4.0,4.0,90.61
508,232,0.0,0.0,90.62
510,234,2.0,2.0,90.63
514,238,4.0,4.0,90.64
514,238,0.0,0.0,90.65
518,242,4.0,4.0,90.66
518,242,0.0,0.0,90.67
520,244,2.0,2.0,90.68
524,248,4.0,4.0,90.69
524,248,0.0,0.0,90.7
528,252,4.0,4.0,90.71000000000001
528,252,0.0,0.0,90.72
530,254,2.0,2.0,90.73
534,258,4.0,4.0,90.74
534,258,0.0,0.0,90.75
538,262,4.0,4.0,90.76
538,262,0.0,0.0,90.77
540,264,2.0,2.0,90.78
544,268,4.0,4.0,90.79
544,268,0.0,0.0,90.8
548,272,4.0,4.0,90.81
548,272,0.0,0.0,90.82000000000001
550,274,2.0,2.0,90.83
554,278,4.0,4.0,90.84
554,278,0.0,0.0,90.85000000000001
558,282,4.0,4.0,90.86
558,282,0.0,0.0,90.87
560,284,2.0,2.0,90.88
564,288,4.0,4.0,90.89
564,288,0.0,0.0,90.9
568,292,4.0,4.0,90.91
568,292,0.0,0.0,90.92
570,294,2.0,2.0,90.93
574,298,4.0,4.0,90.94
574,298,0.0,0.0,90.95
578,302,4.0,4.0,90.96000000000001
578,302,0.0,0.0,90.97
580,304,2.0,2.0,90.98
584,308,4.0,4.0,90.99
584,308,0.0,0.0,91.0
588,312,4.0,4.0,91.01
588,312,0.0,0.0,91.02
590,314,2.0,2.0,91.03
590,318,0.0,4.0,91.04
590,318,0.0,0.0,91.05
586,322,-4.0,4.0,91.06
586,322,0.0,0.0,91.07000000000001
584,324,-2.0,2.0,91.08
580,328,-4.0,4.0,91.09
580,328,0.0,0.0,91.10000000000001
576,332,-4.0,4.0,91.11
576,332,0.0,0.0,91.12
574,334,-2.0,2.0,91.13
570,338,-4.0,4.0,91.14
570,338,0.0,0.0,91.15
566,342,-4.0,4.0,91.16
566,342,0.0,0.0,91.17
564,344,-2.0,2.0,91.18
560,348,-4.0,4.0,91.19
560,348,0.0,0.0,91.2
556,352,-4.0,4.0,91.21000000000001
556,352,0.0,0.0,91.22
554,354,-2.0,2.0,91.23
550,358,-4.0,4.0,91.24
550,358,0.0,0.0,91.25
546,362,-4.0,4.0,91.26
546,362,0.0,0.0,91.27
544,364,-2.0,2.0,91.28
540,368,-4.0,4.0,91.29
540,368,0.0,0.0,91.3
536,372,-4.0,4.0,91.31
536,372,0.0,0.0,91.32000000000001
534,374,-2.0,2.0,91.33
530,378,-4.0,4.0,91.34
530,378,0.0,0.0,91.35000000000001
526,382,-4.0,4.0,91.36
526,382,0.0,0.0,91.37
524,384,-2.0,2.0,91.38
520,388,-4.0,4.0,91.39
520,388,0.0,0.0,91.4
516,392,-4.0,4.0,91.41
516,392,0.0,0.0,91.42
514,394,-2.0,2.0,91.43
510,398,-4.0,4.0,91.44
510,398,0.0,0.0,91.45
506,402,-4.0,4.0,91.46000000000001
506,402,0.0,0.0,91.47
504,404,-2.0,2.0,91.48
500,408,-4.0,4.0,91.49
500,408,0.0,0.0,91.5
496,412,-4.0,4.0,91.51
496,412,0.0,0.0,91.52
494,414,-2.0,2.0,91.53
490,418,-4.0,4.0,91.54
490,418,0.0,0.0,91.55
486,422,-4.0,4.0,91.56
486,422,0.0,0.0,91.57000000000001
484,424,-2.0,2.0,91.58
480,428,-4.0,4.0,91.59
480,428,0.0,0.0,91.60000000000001
476,432,-4.0,4.0,91.61
476,432,0.0,0.0,91.62
474,434,-2.0,2.0,91.63
470,438,-4.0,4.0,91.64
470,438,0.0,0.0,91.65
466,442,-4.0,4.0,91.66
466,442,0.0,0.0,91.67
464,444,-2.0,2.0,91.68
460,448,-4.0,4.0,91.69
460,448,0.0,0.0,91.7
456,452,-4.0,4.0,91.71000000000001
456,452,0.0,0.0,91.72
454,454,-2.0,2.0,91.73
450,458,-4.0,4.0,91.74
450,458,0.0,0.0,91.75
446,462,-4.0,4.0,91.76
446,462,0.0,0.0,91.77
444,464,-2.0,2.0,91.78
440,468,-4.0,4.0,91.79
440,468,0.0,0.0,91.8
436,472,-4.0,4.0,91.81
436,472,0.0,0.0,91.82000000000001
434,474,-2.0,2.0,91.83
430,478,-4.0,4.0,91.84
430,478,0.0,0.0,91.85000000000001
426,482,-4.0,4.0,91.86
426,482,0.0,0.0,91.87
424,484,-2.0,2.0,91.88
420,488,-4.0,4.0,91.89
420,488,0.0,0.0,91.9
416,492,-4.0,4.0,91.91
416,492,0.0,0.0,91.92
414,494,-2.0,2.0,91.93
410,498,-4.0,4.0,91.94
410,498,0.0,0.0,91.95
406,502,-4.0,4.0,91.96000000000001
406,502,0.0,0.0,91.97
404,504,-2.0,2.0,91.98
400,508,-4.0,4.0,91.99
400,508,0.0,0.0,92.0
396,512,-4.0,4.0,92.01
396,512,0.0,0.0,92.02
394,514,-2.0,2.0,92.03
390,518,-4.0,4.0,92.04
390,518,0.0,0.0,92.05
386,522,-4.0,4.0,92.06
386,522,0.0,0.0,92.07000000000001
384,524,-2.0,2.0,92.08
380,528,-4.0,4.0,92.09
380,528,0.0,0.0,92.10000000000001
376,532,-4.0,4.0,92.11
376,532,0.0,0.0,92.12
374,534,-2.0,2.0,92.13
370,538,-4.0,4.0,92.14
370,538,0.0,0.0,92.15
366,542,-4.0,4.0,92.16
366,542,0.0,0.0,92.17
364,544,-2.0,2.0,92.18
360,548,-4.0,4.0,92.19
360,548,0.0,0.0,92.2
356,552,-4.0,4.0,92.21000000000001
356,552,0.0,0.0,92.22
354,554,-2.0,2.0,92.23
350,558,-4.0,4.0,92.24
350,558,0.0,0.0,92.25
346,562,-4.0,4.0,92.26
346,562,0.0,0.0,92.27
344,564,-2.0,2.0,92.28
340,568,-4.0,4.0,92.29
340,568,0.0,0.0,92.3
336,572,-4.0,4.0,92.31
336,572,0.0,0.0,92.32000000000001
334,574,-2.0,2.0,92.33
330,578,-4.0,4.0,92.34
330,578,0.0,0.0,92.35000000000001
326,582,-4.0,4.0,92.36
326,582,0.0,0.0,92.37
324,584,-2.0,2.0,92.38
320,588,-4.0,4.0,92.39
320,588,0.0,0.0,92.4
316,592,-4.0,4.0,92.41
316,592,0.0,0.0,92.42
314,594,-2.0,2.0,92.43
310,598,-4.0,4.0,92.44
310,598,0.0,0.0,92.45
306,602,-4.0,4.0,92.46000000000001
306,602,0.0,0.0,92.47
304,604,-2.0,2.0,92.48
300,608,-4.0,4.0,92.49
300,608,0.0,0.0,92.5
296,612,-4.0,4.0,92.51
296,612,0.0,0.0,92.52
294,614,-2.0,2.0,92.53
290,618,-4.0,4.0,92.54
290,618,0.0,0.0,92.55
286,622,-4.0,4.0,92.56
286,622,0.0,0.0,92.57000000000001
284,624,-2.0,2.0,92.58
280,628,-4.0,4.0,92.59
280,628,0.0,0.0,92.60000000000001
276,632,-4.0,4.0,92.61
276,632,0.0,0.0,92.62
274,634,-2.0,2.0,92.63
270,630,-4.0,-4.0,92.64
270,630,0.0,0.0,92.65
266,626,-4.0,-4.0,92.66
266,626,0.0,0.0,92.67
264,624,-2.0,-2.0,92.68
260,620,-4.0,-4.0,92.69
260,620,0.0,0.0,92.7
256,616,-4.0,-4.0,92.71000000000001
256,616,0.0,0.0,92.72
254,614,-2.0,-2.0,92.73
250,610,-4.0,-4.0,92.74
250,610,0.0,0.0,92.75
246,606,-4.0,-4.0,92.76
246,606,0.0,0.0,92.77
244,604,-2.0,-2.0,92.78
240,600,-4.0,-4.0,92.79
240,600,0.0,0.0,92.8
236,596,-4.0,-4.0,92.81
236,596,0.0,0.0,92.82000000000001
234,594,-2.0,-2.0,92.83
230,590,-4.0,-4.0,92.84
230,590,0.0,0.0,92.85000000000001
226,586,-4.0,-4.0,92.86
226,586,0.0,0.0,92.87
224,584,-2.0,-2.0,92.88
220,580,-4.0,-4.0,92.89
220,580,0.0,0.0,92.9
216,576,-4.0,-4.0,92.91
216,576,0.0,0.0,92.92
214,574,-2.0,-2.0,92.93
210,570,-4.0,-4.0,92.94
210,570,0.0,0.0,92.95
206,566,-4.0,-4.0,92.96000000000001
204,564,-2.0,-2.0,92.97
204,564,0.0,0.0,92.98
200,560,-4.0,-4.0,92.99
200,560,0.0,0.0,93.0
196,556,-4.0,-4.0,93.01
196,556,0.0,0.0,93.02
194,554,-2.0,-2.0,93.03
190,550,-4.0,-4.0,93.04
190,550,0.0,0.0,93.05
186,546,-4.0,-4.0,93.06
186,546,0.0,0.0,93.07000000000001
182,542,-4.0,-4.0,93.08
180,540,-2.0,-2.0,93.09
180,540,0.0,0.0,93.10000000000001
176,536,-4.0,-4.0,93.11
176,536,0.0,0.0,93.12
174,534,-2.0,-2.0,93.13
170,530,-4.0,-4.0,93.14
170,530,0.0,0.0,93.15
166,526,-4.0,-4.0,93.16
166,526,0.0,0.0,93.17
164,524,-2.0,-2.0,93.18
160,520,-4.0,-4.0,93.19
160,520,0.0,0.0,93.2
156,516,-4.0,-4.0,93.21000000000001
156,516,0.0,0.0,93.22
154,514,-2.0,-2.0,93.23
150,510,-4.0,-4.0,93.24
150,510,0.0,0.0,93.25
146,506,-4.0,-4.0,93.26
146,506,0.0,0.0,93.27
144,504,-2.0,-2.0,93.28
140,500,-4.0,-4.0,93.29
140,500,0.0,0.0,93.3
136,496,-4.0,-4.0,93.31
136,496,0.0,0.0,93.32000000000001
134,494,-2.0,-2.0,93.33
130,490,-4.0,-4.0,93.34
130,490,0.0,0.0,93.35000000000001
126,486,-4.0,-4.0,93.36
126,486,0.0,0.0,93.37
124,484,-2.0,-2.0,93.38
120,480,-4.0,-4.0,93.39
120,480,0.0,0.0,93.4
116,476,-4.0,-4.0,93.41
114,474,-2.0,-2.0,93.42
114,474,0.0,0.0,93.43
110,470,-4.0,-4.0,93.44
110,470,0.0,0.0,93.45
106,466,-4.0,-4.0,93.46000000000001
106,466,0.0,0.0,93.47
104,464,-2.0,-2.0,93.48
100,460,-4.0,-4.0,93.49
100,460,0.0,0.0,93.5
96,456,-4.0,-4.0,93.51
96,456,0.0,0.0,93.52
94,454,-2.0,-2.0,93.53
90,450,-4.0,-4.0,93.54
90,450,0.0,0.0,93.55
86,446,-4.0,-4.0,93.56
86,446,0.0,0.0,93.57000000000001
84,444,-2.0,-2.0,93.58
80,440,-4.0,-4.0,93.59
80,440,0.0,0.0,93.60000000000001
76,436,-4.0,-4.0,93.61
76,436,0.0,0.0,93.62
74,434,-2.0,-2.0,93.63
70,430,-4.0,-4.0,93.64
70,430,0.0,0.0,93.65
66,426,-4.0,-4.0,93.66
66,426,0.0,0.0,93.67
64,424,-2.0,-2.0,93.68
60,420,-4.0,-4.0,93.69
60,420,0.0,0.0,93.7
56,416,-4.0,-4.0,93.71000000000001
56,416,0.0,0.0,93.72
54,414,-2.0,-2.0,93.73
50,410,-4.0,-4.0,93.74
50,410,0.0,0.0,93.75
46,406,-4.0,-4.0,93.76
46,406,0.0,0.0,93.77
42,402,-4.0,-4.0,93.78
40,400,-2.0,-2.0,93.79
40,400,0.0,0.0,93.8
36,396,-4.0,-4.0,93.81
36,396,0.0,0.0,93.82000000000001
34,394,-2.0,-2.0,93.83
30,390,-4.0,-4.0,93.84
30,390,0.0,0.0,93.85000000000001
26,386,-4.0,-4.0,93.86
26,386,0.0,0.0,93.87
24,384,-2.0,-2.0,93.88
20,380,-4.0,-4.0,93.89
20,380,0.0,0.0,93.9
16,376,-4.0,-4.0,93.91
16,376,0.0,0.0,93.92
12,372,-4.0,-4.0,93.93
10,370,-2.0,-2.0,93.94
10,370,0.0,0.0,93.95
6,366,-4.0,-4.0,93.96000000000001
6,366,0.0,0.0,93.97
4,364,-2.0,-2.0,93.98
0,360,-4.0,-4.0,93.99
0,360,0.0,0.0,94.0
4,356,4.0,-4.0,94.01
4,356,0.0,0.0,94.02
6,354,2.0,-2.0,94.03
10,350,4.0,-4.0,94.04
10,350,0.0,0.0,94.05
14,346,4.0,-4.0,94.06
14,346,0.0,0.0,94.07000000000001
16,344,2.0,-2.0,94.08
20,340,4.0,-4.0,94.09
20,340,0.0,0.0,94.10000000000001
24,336,4.0,-4.0,94.11
24,336,0.0,0.0,94.12
28,332,4.0,-4.0,94.13
30,330,2.0,-2.0,94.14
30,330,0.0,0.0,94.15
34,326,4.0,-4.0,94.16
34,326,0.0,0.0,94.17
36,324,2.0,-2.0,94.18
40,320,4.0,-4.0,94.19
40,320,0.0,0.0,94.2
44,316,4.0,-4.0,94.21000000000001
44,316,0.0,0.0,94.22
46,314,2.0,-2.0,94.23
50,310,4.0,-4.0,94.24
50,310,0.0,0.0,94.25
54,306,4.0,-4.0,94.26
54,306,0.0,0.0,94.27
56,304,2.0,-2.0,94.28
60,300,4.0,-4.0,94.29
60,300,0.0,0.0,94.3
64,296,4.0,-4.0,94.31
64,296,0.0,0.0,94.32000000000001
66,294,2.0,-2.0,94.33
70,290,4.0,-4.0,94.34
70,290,0.0,0.0,94.35000000000001
74,286,4.0,-4.0,94.36
74,286,0.0,0.0,94.37
78,282,4.0,-4.0,94.38
80,280,2.0,-2.0,94.39
80,280,0.0,0.0,94.4
84,276,4.0,-4.0,94.41
84,276,0.0,0.0,94.42
86,274,2.0,-2.0,94.43
90,270,4.0,-4.0,94.44
